,Country ID,Religion,Reason For Leaving,Child Language,Reason Not Attending Regularly,HealthStaIssueFollowupStatus,VaccinationIssueFollowupStatus,total_Visit,Father Employment,Child Lives With,EducationIssue Followup Status,Sisters,Gender,Mother Employment,Attend Edu Voc Learn Regularly,Brothers,age,Favorite Subject,Project ID,NutritionIssue Followup Status,years_sponsorchip,nutritional_status_MUAC,v_Bacillus_BCG,v_Tetanus_DPT3,Attend Edu Voc Learn Regularly
19494,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19495,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,13.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19496,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,14.0,27.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19497,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,16.0,24.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19498,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,18.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19499,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,16.0,2.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19500,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,12.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19501,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,13.0,27.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19502,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19503,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,15.0,2.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19504,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,17.0,6.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19505,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,15.0,16.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19506,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,4.0,1.0,3.0,2.0,1.0,14.0,22.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19507,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19508,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19509,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,17.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19511,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,17.0,59.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19512,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,19.0,24.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19513,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,17.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19514,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19515,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19516,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,18.0,6.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19517,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,12.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19518,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,17.0,38.0,185162.0,0.0,9.0,0.0,0.0,0.0,2.0
19519,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,14.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19520,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19522,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19523,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,18.0,2.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19524,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,15.0,24.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19525,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,12.0,22.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19526,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,15.0,14.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19527,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,18.0,16.0,185162.0,0.0,8.0,0.0,0.0,0.0,2.0
19528,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19529,6.0,8.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,13.0,22.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19530,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19531,6.0,12.0,266.0,15523.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,17.0,7.0,185162.0,0.0,7.0,0.0,0.0,0.0,2.0
19532,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,15.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19533,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,16.0,38.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19534,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,17.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19535,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,12.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19536,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19537,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19538,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,13.0,2.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19539,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19540,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19541,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,17.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19542,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19543,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19544,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,19.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19545,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19546,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19548,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,12.0,22.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19549,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,21.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,12.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19550,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,21.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,15.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19551,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,15.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19552,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,12.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19554,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,13.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19555,6.0,8.0,11.0,15523.0,0.0,0.0,0.0,25.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19557,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,25.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,18.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19558,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,19.0,16.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19559,6.0,12.0,266.0,15523.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,17.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19560,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,15.0,38.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19561,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,12.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19562,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,17.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19563,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,17.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19564,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19565,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19566,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,13.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19567,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19568,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,12.0,7.0,185162.0,0.0,3.0,0.0,0.0,0.0,2.0
19569,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,25.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,13.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19570,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,16.0,38.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19571,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19572,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,16.0,38.0,185162.0,0.0,4.0,0.0,0.0,0.0,2.0
19573,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19574,6.0,12.0,266.0,15523.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19575,6.0,12.0,266.0,15523.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,15.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19576,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,16.0,7.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19577,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,17.0,16.0,185162.0,0.0,7.0,0.0,0.0,0.0,2.0
19578,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19580,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,12.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19581,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,16.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19582,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,2.0,13.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19583,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,2.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19584,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19585,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,18.0,21.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
19586,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,18.0,16.0,185162.0,0.0,7.0,0.0,0.0,0.0,2.0
19587,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,19.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19588,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,30.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,12.0,38.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
19589,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,15.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19590,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19591,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,12.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19593,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,16.0,22.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19594,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,2.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,15.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19595,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,26.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19596,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,18.0,22.0,185162.0,0.0,7.0,0.0,0.0,0.0,2.0
19597,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,14.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19598,6.0,12.0,202.0,15523.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,15.0,22.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19599,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,13.0,16.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19600,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,20.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,17.0,24.0,185162.0,0.0,7.0,0.0,0.0,0.0,2.0
19601,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,12.0,1.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19602,6.0,0.0,80.0,15523.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,18.0,7.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19603,6.0,11.0,0.0,15523.0,32.0,0.0,0.0,29.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,0.0
19604,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,7.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19605,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,15.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19606,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19607,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,12.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19608,6.0,11.0,83.0,15523.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,18.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19610,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,7.0,185162.0,0.0,3.0,0.0,0.0,0.0,2.0
19611,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,87.0,185162.0,0.0,9.0,0.0,0.0,0.0,0.0
19612,6.0,12.0,80.0,15523.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,12.0,1.0,185162.0,0.0,6.0,0.0,0.0,0.0,2.0
19613,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,12.0,7.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
19614,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,11.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19615,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,12.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19616,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,11.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19617,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,14.0,27.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19618,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,16.0,38.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19619,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,14.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19621,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,12.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19622,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,13.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19623,6.0,12.0,11.0,15523.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,87.0,185162.0,0.0,9.0,0.0,0.0,0.0,0.0
19625,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,17.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19626,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,16.0,38.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
19627,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,11.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19628,6.0,12.0,35.0,15523.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,11.0,1.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19629,6.0,12.0,35.0,15523.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19630,6.0,0.0,0.0,15523.0,0.0,0.0,0.0,29.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,13.0,7.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
19631,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,16.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19632,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,11.0,7.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19633,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,29.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,16.0,13.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
19634,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,28.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,21.0,185162.0,0.0,5.0,0.0,0.0,0.0,2.0
